transaction_id,customer_id,product_id,quantity,unit_price,discount_rate,total_amount,transaction_date,payment_method,status
TXN_004126,CUST_0626,PROD_0164,4,363.95,0.17,1208.31,2025-05-27,Credit Card,Pending
TXN_004127,CUST_0332,PROD_0195,1,106.46,0.19,86.23,2025-05-12,Bank Transfer,Pending
TXN_004128,CUST_0878,PROD_0182,5,853.35,0.24,3242.73,2025-05-30,Bank Transfer,Pending
TXN_004129,CUST_0319,PROD_0012,2,848.02,0.25,1272.03,2025-05-14,E-wallet,Completed
TXN_004130,CUST_0815,PROD_0144,4,57.75,0.02,226.38,2025-05-11,Debit Card,Pending
TXN_004131,CUST_0821,PROD_0115,1,746.77,0.09,679.56,2025-06-05,Debit Card,Pending
TXN_004132,CUST_0058,PROD_0175,2,22.24,0.16,37.36,2025-05-10,Bank Transfer,Pending
TXN_004133,CUST_0763,PROD_0045,4,845.33,0.26,2502.18,2025-05-28,Credit Card,Cancelled
TXN_004134,CUST_0422,PROD_0195,2,106.46,0.16,178.85,2025-05-28,Debit Card,Cancelled
TXN_004135,CUST_0417,PROD_0144,1,57.75,0.2,46.2,2025-05-31,E-wallet,Cancelled
TXN_004136,CUST_0360,PROD_0057,1,575.51,0.22,448.9,2025-06-04,Credit Card,Completed
TXN_004137,CUST_0871,PROD_0196,2,347.94,0.13,605.42,2025-05-19,Bank Transfer,Cancelled
TXN_004138,CUST_0342,PROD_0022,5,643.25,0.19,2605.16,2025-06-06,E-wallet,Cancelled
TXN_004139,CUST_0943,PROD_0129,3,47.35,0.04,136.37,2025-05-10,Bank Transfer,Pending
TXN_004140,CUST_0359,PROD_0135,4,461.37,0.23,1421.02,2025-06-05,Debit Card,Pending
TXN_004141,CUST_0336,PROD_0107,2,997.49,0.02,1955.08,2025-05-31,Bank Transfer,Completed
TXN_004142,CUST_0260,PROD_0078,3,276.73,0.06,780.38,2025-05-18,E-wallet,Pending
TXN_004143,CUST_0521,PROD_0200,5,129.54,0.11,576.45,2025-05-14,Debit Card,Completed
TXN_004144,CUST_0108,PROD_0138,1,173.23,0.2,138.58,2025-06-02,Debit Card,Completed
TXN_004145,CUST_0380,PROD_0113,4,727.93,0.03,2824.37,2025-05-15,Credit Card,Pending
TXN_004146,CUST_0904,PROD_0057,1,575.51,0.27,420.12,2025-05-28,E-wallet,Pending
TXN_004147,CUST_0473,PROD_0119,4,890.53,0.05,3384.01,2025-05-24,Debit Card,Pending
TXN_004148,CUST_0251,PROD_0101,4,612.96,0.16,2059.55,2025-05-15,Credit Card,Cancelled
TXN_004149,CUST_0629,PROD_0142,5,773.54,0.15,3287.54,2025-05-22,E-wallet,Pending
TXN_004150,CUST_0990,PROD_0198,3,897.91,0.18,2208.86,2025-05-16,E-wallet,Cancelled
TXN_004151,CUST_0246,PROD_0074,5,748.29,0.21,2955.75,2025-06-02,E-wallet,Completed
TXN_004152,CUST_0457,PROD_0192,4,827.06,0.24,2514.26,2025-05-09,Credit Card,Completed
TXN_004153,CUST_0488,PROD_0100,4,999.44,0.13,3478.05,2025-05-22,E-wallet,Completed
TXN_004154,CUST_0272,PROD_0039,1,272.61,0.29,193.55,2025-05-22,Bank Transfer,Pending
TXN_004155,CUST_0364,PROD_0021,3,190.26,0.18,468.04,2025-05-26,Debit Card,Pending
TXN_004156,CUST_0091,PROD_0020,3,852.25,0.23,1968.7,2025-05-13,Debit Card,Cancelled
TXN_004157,CUST_0796,PROD_0054,1,424.45,0.19,343.8,2025-06-05,Credit Card,Cancelled
TXN_004158,CUST_0735,PROD_0012,5,848.02,0.26,3137.67,2025-05-14,Credit Card,Pending
TXN_004159,CUST_0382,PROD_0102,3,73.2,0.22,171.29,2025-06-02,Debit Card,Cancelled
TXN_004160,CUST_0298,PROD_0185,3,818.93,0.1,2211.11,2025-05-21,E-wallet,Cancelled
TXN_004161,CUST_0673,PROD_0109,3,817.85,0.07,2281.8,2025-06-01,Debit Card,Cancelled
TXN_004162,CUST_0134,PROD_0106,4,683.95,0.3,1915.06,2025-05-17,Credit Card,Completed
TXN_004163,CUST_0267,PROD_0120,1,534.54,0.26,395.56,2025-05-19,Credit Card,Completed
TXN_004164,CUST_0062,PROD_0189,2,553.61,0.24,841.49,2025-05-19,E-wallet,Pending
TXN_004165,CUST_0080,PROD_0021,5,190.26,0.21,751.53,2025-05-18,Bank Transfer,Pending
TXN_004166,CUST_0083,PROD_0023,5,337.86,0.03,1638.62,2025-05-09,E-wallet,Cancelled
TXN_004167,CUST_0221,PROD_0192,4,827.06,0.24,2514.26,2025-05-29,Bank Transfer,Pending
TXN_004168,CUST_0079,PROD_0080,3,761.9,0.14,1965.7,2025-05-24,Credit Card,Cancelled
TXN_004169,CUST_0659,PROD_0196,4,347.94,0.15,1183.0,2025-05-16,Credit Card,Pending
TXN_004170,CUST_0738,PROD_0119,5,890.53,0.12,3918.33,2025-05-16,Bank Transfer,Cancelled
TXN_004171,CUST_0907,PROD_0038,5,974.65,0.0,4873.25,2025-05-26,Debit Card,Pending
TXN_004172,CUST_0414,PROD_0088,5,185.81,0.18,761.82,2025-06-06,Credit Card,Pending
TXN_004173,CUST_0736,PROD_0043,2,485.53,0.21,767.14,2025-06-06,Debit Card,Cancelled
TXN_004174,CUST_0722,PROD_0048,4,886.64,0.13,3085.51,2025-05-28,Credit Card,Pending
TXN_004175,CUST_0285,PROD_0124,2,339.3,0.19,549.67,2025-05-24,Debit Card,Completed
TXN_004176,CUST_0069,PROD_0065,1,788.69,0.11,701.93,2025-05-31,Credit Card,Cancelled
TXN_004177,CUST_0398,PROD_0097,1,896.53,0.09,815.84,2025-05-28,Bank Transfer,Completed
TXN_004178,CUST_0219,PROD_0142,5,773.54,0.25,2900.77,2025-05-29,Bank Transfer,Cancelled
TXN_004179,CUST_0759,PROD_0129,3,47.35,0.05,134.95,2025-05-23,E-wallet,Pending
TXN_004180,CUST_0848,PROD_0033,1,348.39,0.06,327.49,2025-05-18,E-wallet,Pending
TXN_004181,CUST_0106,PROD_0005,2,567.97,0.27,829.24,2025-05-30,Bank Transfer,Cancelled
TXN_004182,CUST_0232,PROD_0092,1,650.91,0.16,546.76,2025-05-14,Bank Transfer,Pending
TXN_004183,CUST_0318,PROD_0128,4,434.74,0.09,1582.45,2025-05-31,Credit Card,Completed
TXN_004184,CUST_0941,PROD_0094,1,479.36,0.15,407.46,2025-05-31,Credit Card,Completed
TXN_004185,CUST_0364,PROD_0132,3,696.59,0.06,1964.38,2025-05-09,Bank Transfer,Pending
TXN_004186,CUST_0548,PROD_0021,3,190.26,0.06,536.53,2025-05-18,E-wallet,Cancelled
TXN_004187,CUST_0172,PROD_0178,1,438.52,0.15,372.74,2025-05-18,E-wallet,Pending
TXN_004188,CUST_0898,PROD_0160,5,59.58,0.02,291.94,2025-05-19,E-wallet,Cancelled
TXN_004189,CUST_0908,PROD_0174,1,446.28,0.28,321.32,2025-05-20,Bank Transfer,Pending
TXN_004190,CUST_0370,PROD_0133,1,111.68,0.11,99.4,2025-05-26,Debit Card,Completed
TXN_004191,CUST_0551,PROD_0053,1,235.24,0.18,192.9,2025-05-28,Credit Card,Cancelled
TXN_004192,CUST_0913,PROD_0184,1,511.86,0.22,399.25,2025-05-31,Credit Card,Pending
TXN_004193,CUST_0887,PROD_0099,2,403.18,0.08,741.85,2025-05-15,Debit Card,Pending
TXN_004194,CUST_0937,PROD_0041,1,841.46,0.21,664.75,2025-05-09,E-wallet,Cancelled
TXN_004195,CUST_0475,PROD_0191,2,658.05,0.29,934.43,2025-05-10,Credit Card,Cancelled
TXN_004196,CUST_0754,PROD_0027,2,723.21,0.02,1417.49,2025-05-27,Debit Card,Pending
TXN_004197,CUST_0927,PROD_0050,3,233.98,0.03,680.88,2025-06-04,E-wallet,Cancelled
TXN_004198,CUST_0412,PROD_0023,2,337.86,0.07,628.42,2025-05-27,E-wallet,Pending
TXN_004199,CUST_0201,PROD_0014,1,110.02,0.1,99.02,2025-06-05,Debit Card,Completed
TXN_004200,CUST_0828,PROD_0079,3,196.06,0.0,588.18,2025-05-23,Credit Card,Cancelled
TXN_004201,CUST_0730,PROD_0026,1,696.24,0.18,570.92,2025-05-09,Bank Transfer,Pending
TXN_004202,CUST_0629,PROD_0141,3,714.0,0.2,1713.6,2025-05-27,E-wallet,Pending
TXN_004203,CUST_0417,PROD_0190,4,641.16,0.07,2385.12,2025-05-12,E-wallet,Pending
TXN_004204,CUST_0908,PROD_0078,1,276.73,0.23,213.08,2025-05-14,Debit Card,Cancelled
TXN_004205,CUST_0606,PROD_0026,2,696.24,0.12,1225.38,2025-05-18,E-wallet,Pending
TXN_004206,CUST_0157,PROD_0015,4,976.1,0.09,3553.0,2025-06-04,Credit Card,Completed
TXN_004207,CUST_0430,PROD_0027,4,723.21,0.29,2053.92,2025-05-25,Credit Card,Completed
TXN_004208,CUST_0061,PROD_0193,5,564.55,0.19,2286.43,2025-06-01,E-wallet,Completed
TXN_004209,CUST_0820,PROD_0190,1,641.16,0.12,564.22,2025-06-02,Bank Transfer,Cancelled
TXN_004210,CUST_0948,PROD_0033,2,348.39,0.21,550.46,2025-05-17,Bank Transfer,Pending
TXN_004211,CUST_0951,PROD_0164,4,363.95,0.05,1383.01,2025-05-12,Bank Transfer,Cancelled
TXN_004212,CUST_0583,PROD_0200,4,129.54,0.29,367.89,2025-06-06,Debit Card,Cancelled
TXN_004213,CUST_0278,PROD_0128,5,434.74,0.24,1652.01,2025-05-15,Credit Card,Cancelled
TXN_004214,CUST_0004,PROD_0003,3,596.59,0.17,1485.51,2025-06-02,E-wallet,Pending
TXN_004215,CUST_0133,PROD_0195,2,106.46,0.17,176.72,2025-05-23,Credit Card,Cancelled
TXN_004216,CUST_0207,PROD_0041,2,841.46,0.01,1666.09,2025-05-17,Bank Transfer,Pending
TXN_004217,CUST_0573,PROD_0087,5,249.52,0.15,1060.46,2025-06-02,E-wallet,Completed
TXN_004218,CUST_0570,PROD_0119,1,890.53,0.04,854.91,2025-05-26,Credit Card,Pending
TXN_004219,CUST_0343,PROD_0048,1,886.64,0.1,797.98,2025-05-21,Credit Card,Cancelled
TXN_004220,CUST_0953,PROD_0038,5,974.65,0.12,4288.46,2025-05-12,Bank Transfer,Completed
TXN_004221,CUST_0295,PROD_0142,1,773.54,0.05,734.86,2025-05-08,Debit Card,Pending
TXN_004222,CUST_0014,PROD_0108,3,394.39,0.25,887.38,2025-05-09,Bank Transfer,Pending
TXN_004223,CUST_0462,PROD_0103,5,268.54,0.29,953.32,2025-06-05,Credit Card,Pending
TXN_004224,CUST_0892,PROD_0022,5,643.25,0.29,2283.54,2025-05-19,E-wallet,Pending
TXN_004225,CUST_0402,PROD_0177,3,527.87,0.06,1488.59,2025-06-03,Bank Transfer,Pending
TXN_004226,CUST_0643,PROD_0091,4,855.28,0.24,2600.05,2025-05-30,Bank Transfer,Cancelled
TXN_004227,CUST_0521,PROD_0131,4,27.74,0.22,86.55,2025-05-25,E-wallet,Pending
TXN_004228,CUST_0714,PROD_0158,5,726.33,0.25,2723.74,2025-06-04,Debit Card,Pending
TXN_004229,CUST_0675,PROD_0014,4,110.02,0.19,356.46,2025-05-09,Debit Card,Cancelled
TXN_004230,CUST_0024,PROD_0023,1,337.86,0.24,256.77,2025-05-10,Debit Card,Cancelled
TXN_004231,CUST_0392,PROD_0003,3,596.59,0.14,1539.2,2025-05-19,E-wallet,Cancelled
TXN_004232,CUST_0772,PROD_0115,1,746.77,0.23,575.01,2025-05-18,Credit Card,Completed
TXN_004233,CUST_0522,PROD_0005,2,567.97,0.1,1022.35,2025-05-13,E-wallet,Cancelled
TXN_004234,CUST_0601,PROD_0196,3,347.94,0.22,814.18,2025-05-20,Debit Card,Cancelled
TXN_004235,CUST_0584,PROD_0075,3,344.49,0.02,1012.8,2025-05-15,Credit Card,Pending
TXN_004236,CUST_0471,PROD_0145,1,386.45,0.29,274.38,2025-05-30,E-wallet,Pending
TXN_004237,CUST_0132,PROD_0144,2,57.75,0.18,94.71,2025-05-09,Credit Card,Cancelled
TXN_004238,CUST_0419,PROD_0122,2,987.32,0.19,1599.46,2025-05-11,E-wallet,Cancelled
TXN_004239,CUST_0227,PROD_0033,4,348.39,0.15,1184.53,2025-05-12,E-wallet,Cancelled
TXN_004240,CUST_0778,PROD_0133,4,111.68,0.24,339.51,2025-05-21,Bank Transfer,Pending
TXN_004241,CUST_0390,PROD_0177,2,527.87,0.18,865.71,2025-06-01,E-wallet,Cancelled
TXN_004242,CUST_0962,PROD_0170,5,421.87,0.2,1687.48,2025-05-10,Debit Card,Cancelled
TXN_004243,CUST_0928,PROD_0043,5,485.53,0.27,1772.18,2025-05-13,Credit Card,Cancelled
TXN_004244,CUST_0224,PROD_0040,2,104.96,0.11,186.83,2025-06-05,Bank Transfer,Cancelled
TXN_004245,CUST_0527,PROD_0088,4,185.81,0.16,624.32,2025-05-28,Bank Transfer,Pending
TXN_004246,CUST_0929,PROD_0105,4,807.38,0.15,2745.09,2025-05-18,Bank Transfer,Pending
TXN_004247,CUST_0332,PROD_0142,2,773.54,0.14,1330.49,2025-05-29,E-wallet,Cancelled
TXN_004248,CUST_0334,PROD_0148,4,626.57,0.1,2255.65,2025-06-04,Debit Card,Pending
TXN_004249,CUST_0652,PROD_0052,1,671.46,0.28,483.45,2025-05-27,E-wallet,Cancelled
TXN_004250,CUST_0807,PROD_0182,3,853.35,0.18,2099.24,2025-06-01,Bank Transfer,Pending
TXN_004251,CUST_0551,PROD_0182,4,853.35,0.29,2423.51,2025-06-04,Credit Card,Cancelled
TXN_004252,CUST_0652,PROD_0075,5,344.49,0.12,1515.76,2025-05-09,Debit Card,Pending
TXN_004253,CUST_0455,PROD_0083,1,38.66,0.25,28.99,2025-05-17,Credit Card,Cancelled
TXN_004254,CUST_0634,PROD_0127,4,138.11,0.08,508.24,2025-05-30,E-wallet,Cancelled
TXN_004255,CUST_0417,PROD_0092,3,650.91,0.02,1913.68,2025-05-26,Bank Transfer,Pending
TXN_004256,CUST_0909,PROD_0029,5,882.95,0.12,3884.98,2025-05-21,Bank Transfer,Completed
TXN_004257,CUST_0958,PROD_0185,1,818.93,0.27,597.82,2025-06-05,Debit Card,Pending
TXN_004258,CUST_0755,PROD_0130,2,893.09,0.02,1750.46,2025-06-03,Bank Transfer,Completed
TXN_004259,CUST_0858,PROD_0010,1,719.77,0.23,554.22,2025-05-27,Bank Transfer,Cancelled
TXN_004260,CUST_0655,PROD_0040,2,104.96,0.28,151.14,2025-06-02,Debit Card,Cancelled
TXN_004261,CUST_0288,PROD_0195,5,106.46,0.24,404.55,2025-05-31,E-wallet,Cancelled
TXN_004262,CUST_0615,PROD_0043,4,485.53,0.11,1728.49,2025-05-20,Credit Card,Cancelled
TXN_004263,CUST_0644,PROD_0134,3,175.35,0.13,457.66,2025-05-15,Credit Card,Completed
TXN_004264,CUST_0824,PROD_0163,5,853.48,0.29,3029.85,2025-05-29,Credit Card,Completed
TXN_004265,CUST_0202,PROD_0077,5,143.04,0.0,715.2,2025-05-11,E-wallet,Completed
TXN_004266,CUST_0450,PROD_0192,2,827.06,0.11,1472.17,2025-05-09,Bank Transfer,Pending
TXN_004267,CUST_0765,PROD_0125,1,14.67,0.28,10.56,2025-05-27,E-wallet,Pending
TXN_004268,CUST_0427,PROD_0005,3,567.97,0.07,1584.64,2025-06-02,Bank Transfer,Completed
TXN_004269,CUST_0630,PROD_0112,4,300.85,0.26,890.52,2025-05-08,Bank Transfer,Cancelled
TXN_004270,CUST_0718,PROD_0036,4,943.02,0.04,3621.2,2025-05-17,E-wallet,Cancelled
TXN_004271,CUST_0212,PROD_0102,3,73.2,0.19,177.88,2025-06-04,Credit Card,Cancelled
TXN_004272,CUST_0708,PROD_0040,5,104.96,0.25,393.6,2025-05-26,Bank Transfer,Pending
TXN_004273,CUST_0757,PROD_0161,2,366.61,0.24,557.25,2025-05-26,Credit Card,Completed
TXN_004274,CUST_0088,PROD_0092,3,650.91,0.22,1523.13,2025-05-10,Debit Card,Cancelled
TXN_004275,CUST_0252,PROD_0006,4,546.7,0.14,1880.65,2025-05-10,E-wallet,Cancelled
TXN_004276,CUST_0143,PROD_0023,2,337.86,0.12,594.63,2025-05-24,E-wallet,Completed
TXN_004277,CUST_0966,PROD_0156,3,836.88,0.12,2209.36,2025-05-17,E-wallet,Pending
TXN_004278,CUST_0767,PROD_0102,1,73.2,0.13,63.68,2025-05-18,Credit Card,Pending
TXN_004279,CUST_0851,PROD_0088,1,185.81,0.2,148.65,2025-05-09,Credit Card,Cancelled
TXN_004280,CUST_0517,PROD_0017,4,789.12,0.14,2714.57,2025-05-26,Credit Card,Completed
TXN_004281,CUST_0587,PROD_0174,3,446.28,0.09,1218.34,2025-05-12,E-wallet,Cancelled
TXN_004282,CUST_0800,PROD_0043,3,485.53,0.06,1369.19,2025-06-03,Bank Transfer,Pending
TXN_004283,CUST_0635,PROD_0139,2,232.08,0.16,389.89,2025-05-16,Debit Card,Cancelled
TXN_004284,CUST_0800,PROD_0165,3,879.69,0.2,2111.26,2025-05-22,E-wallet,Pending
TXN_004285,CUST_0456,PROD_0112,3,300.85,0.11,803.27,2025-05-27,Credit Card,Pending
TXN_004286,CUST_0020,PROD_0093,3,655.07,0.09,1788.34,2025-05-18,E-wallet,Cancelled
TXN_004287,CUST_0813,PROD_0182,2,853.35,0.19,1382.43,2025-05-28,Debit Card,Pending
TXN_004288,CUST_0550,PROD_0121,4,145.99,0.03,566.44,2025-05-10,Bank Transfer,Cancelled
TXN_004289,CUST_0179,PROD_0037,1,165.53,0.25,124.15,2025-05-29,Credit Card,Pending
TXN_004290,CUST_0415,PROD_0178,2,438.52,0.09,798.11,2025-06-03,E-wallet,Completed
TXN_004291,CUST_0369,PROD_0152,4,973.39,0.14,3348.46,2025-06-05,Credit Card,Completed
TXN_004292,CUST_0127,PROD_0086,3,510.08,0.14,1316.01,2025-05-10,Debit Card,Pending
TXN_004293,CUST_0630,PROD_0068,2,925.68,0.2,1481.09,2025-05-11,E-wallet,Cancelled
TXN_004294,CUST_0550,PROD_0124,2,339.3,0.05,644.67,2025-05-26,Bank Transfer,Cancelled
TXN_004295,CUST_0345,PROD_0103,3,268.54,0.03,781.45,2025-05-27,E-wallet,Cancelled
TXN_004296,CUST_0990,PROD_0188,4,111.62,0.09,406.3,2025-05-25,E-wallet,Cancelled
TXN_004297,CUST_0384,PROD_0120,2,534.54,0.19,865.95,2025-05-27,Debit Card,Completed
TXN_004298,CUST_0882,PROD_0038,5,974.65,0.11,4337.19,2025-05-26,E-wallet,Cancelled
TXN_004299,CUST_0019,PROD_0199,5,115.89,0.24,440.38,2025-05-11,E-wallet,Pending
TXN_004300,CUST_0765,PROD_0154,3,691.32,0.25,1555.47,2025-05-26,Credit Card,Cancelled
TXN_004301,CUST_0419,PROD_0104,1,158.43,0.05,150.51,2025-05-09,E-wallet,Cancelled
TXN_004302,CUST_0656,PROD_0031,2,171.03,0.12,301.01,2025-05-30,Debit Card,Cancelled
TXN_004303,CUST_0754,PROD_0168,3,652.36,0.13,1702.66,2025-05-28,Credit Card,Pending
TXN_004304,CUST_0105,PROD_0065,4,788.69,0.24,2397.62,2025-05-23,Credit Card,Pending
TXN_004305,CUST_0748,PROD_0127,5,138.11,0.15,586.97,2025-05-12,Debit Card,Pending
TXN_004306,CUST_0128,PROD_0143,3,994.73,0.21,2357.51,2025-05-19,E-wallet,Completed
TXN_004307,CUST_0531,PROD_0183,2,327.43,0.15,556.63,2025-05-28,E-wallet,Cancelled
TXN_004308,CUST_0785,PROD_0104,1,158.43,0.04,152.09,2025-06-06,Debit Card,Cancelled
TXN_004309,CUST_0845,PROD_0100,1,999.44,0.01,989.45,2025-05-23,E-wallet,Cancelled
TXN_004310,CUST_0695,PROD_0008,1,29.73,0.23,22.89,2025-05-23,Credit Card,Pending
TXN_004311,CUST_0472,PROD_0147,3,426.66,0.17,1062.38,2025-05-22,Bank Transfer,Cancelled
TXN_004312,CUST_0612,PROD_0046,5,494.21,0.09,2248.66,2025-05-16,Credit Card,Pending
TXN_004313,CUST_0926,PROD_0181,2,21.53,0.03,41.77,2025-05-12,E-wallet,Cancelled
TXN_004314,CUST_0830,PROD_0200,2,129.54,0.2,207.26,2025-05-13,Bank Transfer,Pending
TXN_004315,CUST_0412,PROD_0174,2,446.28,0.11,794.38,2025-05-31,Bank Transfer,Pending
TXN_004316,CUST_0246,PROD_0095,3,802.86,0.21,1902.78,2025-05-18,Bank Transfer,Completed
TXN_004317,CUST_0501,PROD_0015,4,976.1,0.04,3748.22,2025-05-20,Debit Card,Pending
TXN_004318,CUST_0798,PROD_0022,2,643.25,0.07,1196.44,2025-05-26,Credit Card,Completed
TXN_004319,CUST_0627,PROD_0002,1,361.26,0.08,332.36,2025-06-05,Bank Transfer,Pending
TXN_004320,CUST_0169,PROD_0127,3,138.11,0.29,294.17,2025-05-30,Bank Transfer,Pending
TXN_004321,CUST_0872,PROD_0173,2,488.25,0.09,888.62,2025-05-15,Bank Transfer,Pending
TXN_004322,CUST_0788,PROD_0017,3,789.12,0.16,1988.58,2025-06-06,Debit Card,Cancelled
TXN_004323,CUST_0787,PROD_0171,1,681.61,0.2,545.29,2025-05-08,Bank Transfer,Cancelled
TXN_004324,CUST_0739,PROD_0059,3,949.57,0.23,2193.51,2025-05-24,E-wallet,Cancelled
TXN_004325,CUST_0834,PROD_0040,4,104.96,0.25,314.88,2025-05-21,Debit Card,Pending
TXN_004326,CUST_0186,PROD_0172,4,781.37,0.07,2906.7,2025-05-14,Bank Transfer,Cancelled
TXN_004327,CUST_0969,PROD_0068,1,925.68,0.04,888.65,2025-05-21,Bank Transfer,Pending
TXN_004328,CUST_0962,PROD_0150,1,126.56,0.03,122.76,2025-06-02,Debit Card,Completed
TXN_004329,CUST_0816,PROD_0043,1,485.53,0.08,446.69,2025-05-16,Debit Card,Pending
TXN_004330,CUST_0888,PROD_0041,4,841.46,0.02,3298.52,2025-06-03,Bank Transfer,Cancelled
TXN_004331,CUST_0560,PROD_0146,2,704.85,0.25,1057.28,2025-05-12,E-wallet,Pending
TXN_004332,CUST_0777,PROD_0195,3,106.46,0.14,274.67,2025-05-29,E-wallet,Pending
TXN_004333,CUST_0937,PROD_0096,2,807.03,0.05,1533.36,2025-05-16,E-wallet,Pending
TXN_004334,CUST_0294,PROD_0020,1,852.25,0.16,715.89,2025-05-12,E-wallet,Completed
TXN_004335,CUST_0219,PROD_0098,4,226.03,0.06,849.87,2025-06-06,E-wallet,Completed
TXN_004336,CUST_0060,PROD_0053,5,235.24,0.25,882.15,2025-05-17,Credit Card,Cancelled
TXN_004337,CUST_0608,PROD_0056,4,400.86,0.25,1202.58,2025-05-14,Bank Transfer,Cancelled
TXN_004338,CUST_0309,PROD_0200,1,129.54,0.16,108.81,2025-05-09,E-wallet,Pending
TXN_004339,CUST_0962,PROD_0021,3,190.26,0.11,507.99,2025-06-02,Debit Card,Completed
TXN_004340,CUST_0969,PROD_0020,3,852.25,0.2,2045.4,2025-05-30,Debit Card,Completed
TXN_004341,CUST_0332,PROD_0069,1,868.8,0.27,634.22,2025-06-03,Debit Card,Pending
TXN_004342,CUST_0174,PROD_0139,2,232.08,0.27,338.84,2025-06-06,Debit Card,Completed
TXN_004343,CUST_0521,PROD_0124,4,339.3,0.28,977.18,2025-05-23,Bank Transfer,Completed
TXN_004344,CUST_0750,PROD_0147,1,426.66,0.3,298.66,2025-05-16,Bank Transfer,Pending
TXN_004345,CUST_0112,PROD_0140,2,593.8,0.23,914.45,2025-05-25,Debit Card,Cancelled
TXN_004346,CUST_0619,PROD_0096,1,807.03,0.14,694.05,2025-05-17,Bank Transfer,Cancelled
TXN_004347,CUST_0859,PROD_0017,4,789.12,0.06,2967.09,2025-06-03,Bank Transfer,Completed
TXN_004348,CUST_0043,PROD_0073,5,401.83,0.16,1687.69,2025-05-21,Bank Transfer,Cancelled
TXN_004349,CUST_0051,PROD_0169,3,699.21,0.03,2034.7,2025-05-25,Debit Card,Completed
TXN_004350,CUST_0232,PROD_0172,2,781.37,0.12,1375.21,2025-05-28,E-wallet,Pending
TXN_004351,CUST_0263,PROD_0158,4,726.33,0.14,2498.58,2025-06-03,Credit Card,Pending
TXN_004352,CUST_0038,PROD_0083,2,38.66,0.18,63.4,2025-06-06,Bank Transfer,Pending
TXN_004353,CUST_0816,PROD_0146,1,704.85,0.29,500.44,2025-05-14,Bank Transfer,Cancelled
TXN_004354,CUST_0016,PROD_0059,3,949.57,0.04,2734.76,2025-05-11,Credit Card,Cancelled
TXN_004355,CUST_0985,PROD_0153,4,168.77,0.2,540.06,2025-06-03,Credit Card,Cancelled
TXN_004356,CUST_0885,PROD_0096,5,807.03,0.17,3349.17,2025-05-31,Bank Transfer,Cancelled
TXN_004357,CUST_0146,PROD_0149,4,832.35,0.14,2863.28,2025-06-06,Bank Transfer,Pending
TXN_004358,CUST_0180,PROD_0031,3,171.03,0.28,369.42,2025-06-04,Debit Card,Cancelled
TXN_004359,CUST_0923,PROD_0102,2,73.2,0.23,112.73,2025-05-27,Debit Card,Pending
TXN_004360,CUST_0815,PROD_0001,2,766.41,0.05,1456.18,2025-05-24,Credit Card,Cancelled
TXN_004361,CUST_0725,PROD_0131,4,27.74,0.11,98.75,2025-05-29,Credit Card,Completed
TXN_004362,CUST_0886,PROD_0155,2,12.71,0.06,23.89,2025-05-26,Debit Card,Cancelled
TXN_004363,CUST_0848,PROD_0077,2,143.04,0.2,228.86,2025-05-18,Credit Card,Completed
TXN_004364,CUST_0419,PROD_0093,4,655.07,0.07,2436.86,2025-05-12,E-wallet,Completed
TXN_004365,CUST_0492,PROD_0080,3,761.9,0.28,1645.7,2025-05-25,Debit Card,Cancelled
TXN_004366,CUST_0723,PROD_0089,1,356.26,0.01,352.7,2025-06-01,Credit Card,Pending
TXN_004367,CUST_0049,PROD_0196,1,347.94,0.05,330.54,2025-05-20,Debit Card,Completed
TXN_004368,CUST_0089,PROD_0147,3,426.66,0.11,1139.18,2025-05-17,Bank Transfer,Cancelled
TXN_004369,CUST_0593,PROD_0004,2,37.92,0.1,68.26,2025-05-13,Bank Transfer,Completed
TXN_004370,CUST_0505,PROD_0127,1,138.11,0.26,102.2,2025-05-15,Credit Card,Completed
TXN_004371,CUST_0034,PROD_0089,4,356.26,0.15,1211.28,2025-05-08,Credit Card,Cancelled
TXN_004372,CUST_0311,PROD_0019,2,185.93,0.08,342.11,2025-05-08,Bank Transfer,Completed
TXN_004373,CUST_0338,PROD_0024,4,982.56,0.08,3615.82,2025-05-12,Debit Card,Cancelled
TXN_004374,CUST_0647,PROD_0143,5,994.73,0.1,4476.28,2025-05-30,Bank Transfer,Pending
TXN_004375,CUST_0573,PROD_0067,1,156.72,0.23,120.67,2025-05-23,Bank Transfer,Pending
TXN_004376,CUST_0476,PROD_0171,4,681.61,0.26,2017.57,2025-06-06,Bank Transfer,Pending
TXN_004377,CUST_0230,PROD_0080,3,761.9,0.28,1645.7,2025-05-17,Bank Transfer,Cancelled
TXN_004378,CUST_0651,PROD_0172,2,781.37,0.25,1172.06,2025-05-17,Bank Transfer,Completed
TXN_004379,CUST_0046,PROD_0059,2,949.57,0.05,1804.18,2025-05-19,Bank Transfer,Cancelled
TXN_004380,CUST_0849,PROD_0185,4,818.93,0.1,2948.15,2025-05-13,Bank Transfer,Pending
TXN_004381,CUST_0890,PROD_0088,1,185.81,0.23,143.07,2025-05-28,E-wallet,Cancelled
TXN_004382,CUST_0880,PROD_0012,5,848.02,0.09,3858.49,2025-05-10,Bank Transfer,Cancelled
TXN_004383,CUST_0822,PROD_0056,1,400.86,0.16,336.72,2025-05-26,Bank Transfer,Completed
TXN_004384,CUST_0878,PROD_0088,3,185.81,0.05,529.56,2025-06-05,Bank Transfer,Cancelled
